0	17.09081748	6538.161002	0.006598	0.038829
2311.7181	17.09081748	7072.899546	0.007137	0.005064
4829.7795	17.09081748	7646.652496	0.007716	0.003248
7572.825	17.09081748	8261.392810	0.008336	0.003795
10560.7899	52.550680575	2910.016992	0.002936	0.001700
13815.4218	52.550680575	3160.295459	0.003189	0.002146
17360.7984	38.76711642	4648.085666	0.004690	0.003374
21222.5508	38.76711642	5038.124903	0.005084	0.003666
25429.158	35.711151435	5924.092606	0.005978	0.004397
30011.4291	35.711151435	6411.893608	0.006470	0.005029
35003.0211	29.35216614	8431.572986	0.008508	0.006895
40440.18	29.35216614	9099.267061	0.009182	0.007701
46362.7764	24.25393323	11860.422722	0.011968	0.010377
52814.3055	24.25393323	12746.627471	0.012862	0.011413
59841.6282	19.400554995	17071.884018	0.017227	0.015599
67496.7834	19.400554995	18226.145720	0.018392	0.016944
75835.1757	14.88667233	25223.821748	0.025453	0.023884
84918.1644	14.88667233	26630.334034	0.026872	0.025558
94812.2868	11.677231425	35566.554028	0.035890	0.034522
105589.776	11.677231425	36945.693560	0.037281	0.036179
117329.5965	9.795598005	45320.260138	0.045732	0.044726
130117.7031	9.795598005	46153.081566	0.046572	0.045861
144047.8176	9.01106628	50618.551466	0.051078	0.050557
159221.4288	9.01106628	50548.790730	0.051008	0.050759
175750.1226	9.227493735	48970.709558	0.049416	0.049311
193754.5464	9.227493735	48234.977867	0.048673	0.048741
213366.4803	10.643262495	41131.998132	0.041506	0.041604
234729.8727	10.643262495	40404.526752	0.040772	0.040904
258000.5814	13.70256729	30947.104656	0.031228	0.031331
283349.2215	13.70256729	30657.998529	0.030936	0.030982
310961.1654	18.765292065	22313.359043	0.022516	0.022540
341038.614	18.765292065	22398.408785	0.022602	0.022548
373801.6323	25.21592796	16810.945429	0.016964	0.016918
409490.2206	25.21592796	17046.950952	0.017202	0.017116
448365.3501	30.828659895	14155.442306	0.014284	0.014223
490711.5519	30.828659895	14391.426211	0.014522	0.014472
536838.9882	33.242048025	13525.148021	0.013648	0.013628
587085.0057	33.242048025	13658.684479	0.013783	0.013815
641817.7602	32.08128282	14173.548020	0.014302	0.014377
701437.2522	32.08128282	14064.831545	0.014193	0.014344
766380.246	28.826689755	15310.011179	0.015449	0.015662
837122.3409	28.826689755	14737.725381	0.014872	0.015160
914180.5602	25.16678874	15906.385627	0.016051	0.016406
998119.5648	25.16678874	14635.752060	0.014769	0.015167
1089553.4655	22.12668138	14890.831552	0.015026	0.015460
1189151.5188	22.12668138	12905.675169	0.013023	0.013438
1297642.5282	20.10107367	11909.528437	0.012018	0.012409
1415820.7989	20.10107367	9617.672956	0.009705	0.010028
1544551.3158	19.062224475	7903.158811	0.007975	0.008236
1684775.9571	19.062224475	5917.738969	0.005971	0.006159
1837521.5202	18.75665775	4340.785192	0.004380	0.004514
2003905.4175	18.75665775	3008.629739	0.003036	0.003124
2185146.0324	18.86930514	1993.776446	0.002012	0.002070
2382569.4507	18.86930514	1274.378443	0.001286	0.001322
2597621.1111	19.22420526	766.334138	0.000773	0.000795
2831874.3489	19.22420526	448.802623	0.000453	0.000466
3087044.3766	19.22420526	248.690948	0.000251	0.000258
3364998.381	19.22420526	129.746125	0.000131	0.000135
