0	2.35982715878049	12643.127871	0.022688	0.029640
1095.97461585366	2.35982715878049	13522.857412	0.024267	0.094309
2297.03015731707	2.35982715878049	14430.208252	0.025895	0.019660
3613.11443780488	2.35982715878049	15359.255693	0.027562	0.016378
5055.4330402439	4.52999982652439	8560.641457	0.015362	0.010966
6635.99194634146	4.52999982652439	9212.150811	0.016531	0.013886
8368.05490731707	1.00185343640244	43140.742183	0.077415	0.067995
10266.1434439024	1.00185343640244	42816.416557	0.076833	0.070988
12346.1511890244	2.06306215951219	21039.287455	0.037755	0.035376
14625.4582304878	2.06306215951219	21762.687110	0.039053	0.035459
17123.2741390244	5.63475596042683	8369.341742	0.015019	0.013384
19860.5236256098	5.63475596042683	8942.583676	0.016047	0.014094
22860.1895695122	6.37908680634146	8434.030843	0.015135	0.013414
26147.3130182927	6.37908680634146	8998.082303	0.016147	0.014962
29749.5649012195	6.34199975713415	9630.365997	0.017282	0.016313
33697.0173439024	6.34199975713415	10217.347179	0.018335	0.017610
38022.9440670732	9.64086619945122	7154.170465	0.012838	0.012346
42763.3630158537	9.64086619945122	7642.738376	0.013715	0.012966
47958.2941292683	16.4728872414024	4795.940313	0.008606	0.008024
53651.0732841463	16.4728872414024	5163.123462	0.009265	0.008440
59889.4957219512	20.4112951778658	4487.225832	0.008052	0.007274
66725.9303914634	20.4112951778658	4833.804447	0.008674	0.007837
74217.6629768293	18.0196807532317	5880.754851	0.010553	0.009606
82427.3532682927	18.0196807532317	6295.573113	0.011297	0.010432
91424.0642463414	14.1682532956707	8520.967540	0.015291	0.014249
101283.147739024	14.1682532956707	9008.857394	0.016166	0.015202
112087.159163415	11.3651710093902	11772.755928	0.021126	0.019984
123926.65792439	11.3651710093902	12224.896426	0.021937	0.020869
136901.122156098	9.76529962414634	14623.847236	0.026242	0.025069
151119.177407317	9.76529962414634	14861.884784	0.026669	0.025576
166699.968753659	9.25621741408536	15782.401656	0.028321	0.027227
183774.189881707	9.25621741408536	15719.075964	0.028208	0.027190
202484.997830488	9.87250732365854	14594.421792	0.026189	0.025262
222989.270760976	9.87250732365854	14363.223661	0.025775	0.024888
245458.86572561	11.9911914812805	11644.091781	0.020895	0.020168
270082.219465854	11.9911914812805	11476.495478	0.020594	0.019848
297065.72052439	16.2837415753049	8378.071749	0.015034	0.014471
326635.538728049	16.2837415753049	8363.174149	0.015008	0.014392
359039.683356097	22.8671244532317	5983.713825	0.010738	0.010284
394549.832623171	22.8671244532317	6057.952944	0.010871	0.010387
433463.620532927	30.2011899131097	4660.401031	0.008363	0.007995
476107.266759756	30.2011899131097	4755.108183	0.008533	0.008166
522838.320873171	35.7660367571951	4095.482344	0.007349	0.007049
574048.635247561	35.7660367571951	4176.426050	0.007495	0.007209
630167.452314634	37.7203361567073	4019.350848	0.007213	0.006956
691665.292214634	37.7203361567073	4058.783666	0.007283	0.007046
759057.726104878	35.5938938480488	4297.130414	0.007711	0.007481
832909.721181707	35.5938938480488	4242.460340	0.007613	0.007417
913840.443073171	30.7356847844512	4756.169211	0.008535	0.008343
1002528.51560244	30.7356847844512	4504.413235	0.008083	0.007938
1099717.28055122	25.4341920076829	4995.337908	0.008964	0.008829
1206221.77256341	25.4341920076829	4424.008269	0.007939	0.007845
1322934.66496463	21.2108363882317	4494.435645	0.008065	0.007985
1450834.50243537	21.2108363882317	3619.532943	0.006495	0.006440
1590993.70499878	17.9205170614634	3247.253801	0.005827	0.005785
1744587.14372195	17.9205170614634	2293.875793	0.004116	0.004089
1912902.66024268	17.9205170614634	1553.733769	0.002788	0.002772
2097351.24326829	17.9205170614634	1005.065551	0.001804	0.001796
